questionId,topic,question,answerCount,answerId,author,answerText
import_q089,AI,ChatGPT keeps giving me completely fake links when I ask it to find articles for me. Why is it lying?,4,import_a0288,AI_Expert,"It does not actually search the live internet most of the time. It tries to guess what a link should look like based on words, so it makes them up. This is called a hallucination."
import_q089,AI,ChatGPT keeps giving me completely fake links when I ask it to find articles for me. Why is it lying?,4,import_a0289,ResearchPro,"Never use it for web links! If you need real articles, try using [Google Scholar](https://scholar.google.com/) instead."
import_q090,Software/Coding,Why do programmers care so much about using tabs versus using spaces? It seems so silly to fight over.,4,import_a0290,CodeHistorian,"It is mostly an old joke now, but spaces ensure the code looks exactly the same on every single computer screen. Tabs can look wider or thinner depending on the screen."
import_q090,Software/Coding,Why do programmers care so much about using tabs versus using spaces? It seems so silly to fight over.,4,import_a0291,TabsForLife,"Tabs save file space! One tab is one character, but spaces are four characters. Also, you only have to press the button once."
import_q091,Hardware/Gifts,Why do home printers still suck so much? It always says offline when I just want to print one single page.,4,import_a0292,AngryPrinter,Because they make them as cheap as possible so they can overcharge you for the ink later. The Wi-Fi chips inside them are terrible.
import_q091,Hardware/Gifts,Why do home printers still suck so much? It always says offline when I just want to print one single page.,4,import_a0293,LaserFan,Stop buying cheap ink printers! Get a black and white laser printer from a brand like Brother. They never break and the powder never dries out.
import_q092,Productivity Tools,I lost my phone and my authentication app was on it. Am I locked out of my accounts forever?,4,import_a0294,TechRescue,"When you first set up those apps, they usually give you backup codes to print out or save. If you saved those, you can use them to get back in!"
import_q092,Productivity Tools,I lost my phone and my authentication app was on it. Am I locked out of my accounts forever?,4,import_a0295,SupportCaller,"If you do not have backup codes, you will have to email the support team for each website. It takes a few days, but they can usually verify who you are and let you back in."
import_q093,Cybersecurity/Privacy,Should I put a piece of tape over my laptop camera? I see people do it but it looks so ugly.,4,import_a0296,SafeWeb,"Honestly, yes. If someone hacks your computer, they can turn on the camera without the little green light showing up. Tape is the cheapest security you can buy."
import_q093,Cybersecurity/Privacy,Should I put a piece of tape over my laptop camera? I see people do it but it looks so ugly.,4,import_a0297,TechMinimalist,You can buy little plastic sliding covers on Amazon that look much cleaner than tape. They just slide open when you need a video call.
import_q094,UX/UI Design,What does UX even mean? Isn't it just making things look pretty with nice colors?,2,import_a0298,UX_Designer,"UI is making it look pretty. UX stands for User Experience, which is how easy it feels to use. If a door looks beautiful but you do not know whether to push or pull, it has bad UX."
import_q095,Hardware/Gifts,Curved monitors are a total gimmick and just look weird on a desk. Tell me I am wrong.,4,import_a0299,ScreenJunkie,"They are amazing if you have a massive screen! Because the screen wraps around your head, the edges are closer to your eyes, so you do not have to turn your neck as much."
import_q095,Hardware/Gifts,Curved monitors are a total gimmick and just look weird on a desk. Tell me I am wrong.,4,import_a0300,OfficeGuy,I agree with you for small screens. Anything under 30 inches does not need a curve. It is just silly.
import_q096,Software/Coding,Is math actually important for coding? I am terrible at math but I want to build websites.,4,import_a0301,WebDev,For building normal websites? Absolutely not. You just need to know basic adding and subtracting. It is more about logic and organizing things like a puzzle.
import_q096,Software/Coding,Is math actually important for coding? I am terrible at math but I want to build websites.,4,import_a0302,GameMaker,"It depends on what you build. If you want to make 3D video games or artificial intelligence, you need a lot of math. If you want to make a blog, you need zero math."
import_q097,Productivity Tools,Why is everyone so obsessed with the Pomodoro timer thing? It is just a kitchen clock.,4,import_a0303,FocusFan,"It is because twenty five minutes feels very easy to do. When you feel lazy, telling yourself to just work for twenty minutes tricks your brain into starting."
import_q097,Productivity Tools,Why is everyone so obsessed with the Pomodoro timer thing? It is just a kitchen clock.,4,import_a0304,BurnoutHater,The most important part is the mandatory break. It stops you from staring at a screen for four hours straight so you do not get a headache.
import_q098,Cybersecurity/Privacy,I use the same password for everything but I change the last number. Is that bad?,2,import_a0305,SecAdmin,"Yes, very bad! Hackers know people do this. If they find out your password is Apple1, their automated tools will automatically try Apple2 and Apple3."
import_q099,Hardware/Gifts,I bought a new graphics card for gaming and it literally does not fit inside my computer case. What do I do?,4,import_a0306,PCBuilder,"You only have two options. You can return the card and measure your case to buy a smaller one, or you can buy a completely new computer case and move all your parts over."
import_q099,Hardware/Gifts,I bought a new graphics card for gaming and it literally does not fit inside my computer case. What do I do?,4,import_a0307,MeasureTwice,You can use a site like [PC Part Picker](https://pcpartpicker.com/) next time! It checks the physical sizes of everything and warns you if they will not fit together.
import_q100,AI,Will learning to use AI make me lazy? I feel like I am cheating when I use it to write cover letters.,4,import_a0308,JobSeeker,Think of it like using a calculator. It is a tool to help you skip the boring parts so you can focus on making the letter sound like your actual personality.
import_q100,AI,Will learning to use AI make me lazy? I feel like I am cheating when I use it to write cover letters.,4,import_a0309,OldTimer,"If you copy and paste it without reading it, yes, that is lazy. But if you use it to get past writers block and then rewrite it yourself, it is just smart."
